가맹점ID,가맹점명,맞춤형설명,업종,개설일,폐업일,주소,상권,유동고객비율_3m,유동고객비율_2m,유동고객비율_1m,직장고객비율_3m,직장고객비율_2m,직장고객비율_1m,거주고객비율_3m,거주고객비율_2m,거주고객비율_1m,신규고객비율_3m,신규고객비율_2m,신규고객비율_1m,재방문율_3m,재방문율_2m,재방문율_1m,상권내폐업비율_3m,상권내폐업비율_2m,상권내폐업비율_1m,업종내폐업비율_3m,업종내폐업비율_2m,업종내폐업비율_1m,상권내매출순위비율_3m,상권내매출순위비율_2m,상권내매출순위비율_1m,업종내매출순위비율_3m,업종내매출순위비율_2m,업종내매출순위비율_1m,신규고객비율_추세,상권내매출순위비율_추세,업종내매출순위비율_추세,유동고객비율_추세,상권내폐업비율_추세,업종내폐업비율_추세,재방문율_추세,매출금액구간_추세,거주고객비율_추세,직장고객비율_추세,매출건수구간_추세,매출건수구간_3m,매출건수구간_2m,매출건수구간_1m,매출금액구간_3m,매출금액구간_2m,매출금액구간_1m
9A56B5D116,미*,"폐업 위험도: 낮음 (0.02). 주요 원인: 운영개월수구간 영향도 4.18, 신규고객비율 영향도 0.53, 업종내매출순위비율 영향도 -0.45. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",백반/가정식,2024-07-09,,서울특별시 성동구 독서당로 301-101,금남시장,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,25.8375,25.979,25.5438,2.5813,2.805,2.6427,3.8875,4.2262,4.6343,3.2344,3.5156,3.9449,유지 유지,증가 증가,증가 증가,유지 유지,증가 감소,증가 감소,유지 유지,유지 유지,감소 증가,유지 유지,감소 증가,5.0,5.0,5.0,5.0,5.0,5.0
90A718A704,파리********,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 -0.87, 매출건수구간 영향도 -0.52, 업종내폐업비율 영향도 -0.38. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",베이커리,2010-01-29,,서울 성동구 독서당로 384,상권없음,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,6.9,6.9,9.3632,9.534,9.591,5.9364,5.858,5.7134,12.3966,12.354,12.7094,12.804,12.644,12.5345,감소 증가,감소 증가,감소 감소,유지 유지,증가 증가,감소 감소,증가 유지,유지 유지,증가 감소,유지 유지,감소 감소,2.0,1.0,1.0,2.0,2.0,1.0
8187702080,미고**********,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출건수구간 영향도 -0.80, 매출금액구간 영향도 -0.71, 여성30대비율 영향도 0.62. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",베이커리,2020-05-11,,서울특별시 성동구 금호로 105,상권없음,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,7.7,8.0,4.232,3.938,3.9889,3.4128,3.5952,3.6232,21.804,21.9564,22.2568,19.908,20.223,20.3158,증가 감소,증가 증가,증가 증가,유지 유지,감소 증가,증가 증가,증가 증가,유지 유지,유지 유지,유지 유지,감소 증가,4.0,3.0,3.0,4.0,4.0,3.0
B95A7665A4,호말**,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.96, 배달매출비율 영향도 -0.47, 직장고객비율 영향도 0.42. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",커피전문점,2021-11-15,,서울특별시 성동구 마조로 15-16,한양대,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,6.0,10.4,10.5,0.3492,0.3679,0.3336,48.2829,48.756,49.0238,11.5567,12.0456,12.3462,4.7503,4.8039,4.6208,감소 유지,증가 증가,증가 감소,유지 유지,증가 감소,증가 증가,증가 증가,유지 유지,유지 유지,유지 유지,증가 증가,3.0,2.0,2.0,3.0,3.0,2.0
B94F386154,장수***,"폐업 위험도: 낮음 (0.00). 주요 원인: 유동고객비율 영향도 -1.32, 업종내폐업비율 영향도 1.11, 직장고객비율 영향도 0.93. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",건강원,2008-08-13,,서울 성동구 무학봉15길 11-1,왕십리,6.0,5.0,6.0,6.0,5.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.4,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,유지 유지,유지 유지,유지 유지,감소 증가,증가 유지,유지 유지,유지 유지,유지 유지,감소 증가,감소 증가,유지 유지,5.0,6.0,6.0,6.0,6.0,5.0
276A8846C9,한양*,"폐업 위험도: 낮음 (0.00). 주요 원인: 군집_고객유형 영향도 0.63, 매출금액구간 영향도 -0.49, 여성20대이하비율 영향도 -0.37. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 보통",백반/가정식,2019-02-22,,서울특별시 성동구 왕십리로 257,왕십리,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,31.0788,31.032,31.931,2.0066,1.8216,1.4933,1.0033,0.8418,0.8083,1.3843,1.5732,1.7262,증가 감소,감소 감소,증가 증가,유지 유지,감소 증가,감소 감소,유지 유지,유지 유지,유지 감소,유지 유지,유지 증가,4.0,4.0,4.0,4.0,5.0,4.0
B7E1268177,신금***,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종내폐업비율 영향도 1.38, 매출건수구간 영향도 -0.66, 남성20대이하비율 영향도 0.53. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",떡/한과 제조,2010-08-10,,서울 성동구 금호로13길 1-1.,신금호,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,22.5,21.9,18.9,8.9167,9.088,9.2916,3.6423,3.612,3.7996,12.0771,12.126,12.1716,15.975,15.8025,15.5848,감소 유지,증가 증가,감소 감소,유지 유지,증가 증가,감소 증가,감소 감소,유지 유지,유지 유지,유지 유지,감소 증가,3.0,2.0,2.0,3.0,3.0,2.0
B791125FD3,금호*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종내폐업비율 영향도 1.12, 취소율구간 영향도 0.80, 유동고객비율 영향도 -0.77. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",청과물,2023-06-21,,서울특별시 성동구 장터길 44,금남시장,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,0.0,0.0,5.7,14.1764,14.766,15.05,2.0628,1.8304,1.767,9.3399,9.0948,8.892,10.6005,10.7536,10.944,유지 증가,감소 감소,증가 증가,유지 유지,증가 증가,감소 감소,유지 증가,유지 유지,유지 유지,유지 유지,감소 감소,4.0,3.0,3.0,3.0,3.0,3.0
249C65ED4B,느*,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 -0.83, 업종_대분류 영향도 -0.76, 군집_고객유형 영향도 -0.54. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",호프/맥주,2019-11-05,,서울 성동구 독서당로 315-4.,금남시장,5.0,5.0,6.0,5.0,5.0,6.0,6.0,3.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3083,1.7316,2.233,유지 유지,유지 유지,증가 증가,유지 증가,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,유지 증가,유지 감소,5.0,6.0,5.0,6.0,6.0,5.0
86B7149C4A,혁이*,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 0.80, 군집_고객관계_KM 영향도 0.56, 여성40대비율 영향도 0.49. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",분식,2023-08-04,,서울특별시 성동구 용답중앙15길 16,답십리,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.8,5.8,4.9,2.2126,2.2752,2.4837,10.5876,10.6252,9.9522,15.051,14.8332,14.364,15.6738,15.9904,15.6978,유지 유지,감소 감소,증가 감소,유지 증가,증가 증가,증가 감소,증가 감소,유지 유지,유지 유지,유지 유지,증가 감소,3.0,4.0,3.0,3.0,3.0,3.0
D1138B8FD3,올레*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 남성60대이상비율 영향도 -0.65, 매출건수구간 영향도 -0.49, 업종_대분류 영향도 0.46. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",한식-육류/고기,2011-09-06,,서울 성동구 마조로 17.,한양대,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,3.045,3.1046,3.0324,11.55,11.3146,11.12,9.3225,9.5354,9.6188,2.42,2.4742,2.5854,감소 유지,증가 증가,증가 증가,유지 유지,증가 감소,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,2.0,3.0,3.0,2.0,2.0,3.0
D406BC7817,김사****,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출금액구간 영향도 -0.72, 업종내폐업비율 영향도 -0.44, 업종내매출순위비율 영향도 0.44. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",한식-해물/생선,2020-06-18,,서울특별시 성동구 연무장7길 16,성수,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,15.6621,15.3615,15.2357,3.3761,3.5808,3.8121,9.4234,9.3623,9.7464,7.1974,7.087,7.2705,증가 감소,감소 증가,감소 증가,유지 유지,감소 감소,증가 증가,유지 유지,유지 유지,유지 유지,유지 유지,증가 감소,3.0,3.0,3.0,3.0,3.0,3.0
E02749FC67,삼*,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.63, 매출건수구간 영향도 -0.45, 여성30대비율 영향도 0.42. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",카페,2023-01-13,,서울특별시 성동구 아차산로7길 17-1,성수,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,6.0,4.0,0.0,0.0,0.0,0.3212,0.3666,0.3588,43.4712,43.8698,43.802,20.886,20.822,20.7064,1.6992,2.0822,2.3892,증가 감소,감소 감소,증가 증가,유지 감소,증가 감소,증가 감소,유지 유지,유지 유지,유지 유지,유지 감소,감소 증가,3.0,2.0,3.0,3.0,4.0,3.0
222AB6560E,겸*,"폐업 위험도: 낮음 (0.02). 주요 원인: 여성20대이하비율 영향도 0.95, 매출건수구간 영향도 0.56, 남성60대이상비율 영향도 0.45. 고객유형: 남성 50-60대 중심, 젊은층 적음, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 신규 고객 비율 높음",일식당,2022-06-02,,서울특별시 성동구 무학봉15길 28-1,상권없음,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.1928,1.118,1.1518,21.1806,21.09,20.1077,20.6066,20.178,20.3862,7.0028,7.296,6.9625,유지 유지,감소 증가,증가 감소,감소 증가,감소 증가,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,증가 증가,4.0,4.0,4.0,4.0,4.0,3.0
2143174547,슬로***,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 0.53, 업종_대분류 영향도 0.45, 배달매출비율 영향도 -0.35. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 보통",카페,2014-11-25,,서울 성동구 용답중앙13길 15-1.,답십리,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,60.2,71.0,75.7,7.4588,7.0308,7.3945,4.7124,4.6417,4.641,16.7076,17.0312,16.6362,5.9976,5.8283,6.5331,유지 유지,증가 감소,감소 증가,유지 유지,감소 증가,감소 감소,증가 증가,유지 유지,유지 유지,유지 유지,감소 감소,5.0,4.0,4.0,5.0,5.0,4.0
A7882F4EF8,참참**,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출금액구간 영향도 -0.55, 남성30대비율 영향도 0.39, 업종_대분류 영향도 0.39. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",치킨,2022-01-18,,서울특별시 성동구 성덕정길 99,성수,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,7.7,12.5,18.9,18.4736,19.2015,19.3778,3.4056,2.9887,2.8782,6.7056,6.3479,6.4944,3.6696,3.5568,3.3948,감소 증가,감소 증가,감소 감소,유지 유지,증가 증가,감소 감소,증가 증가,유지 유지,유지 유지,유지 유지,감소 감소,3.0,3.0,3.0,3.0,3.0,3.0
A4D5BDDEDF,제일**,"폐업 위험도: 낮음 (0.03). 주요 원인: 군집_고객유형 영향도 1.04, 매출건수구간 영향도 1.02, 신규고객비율 영향도 0.69. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 보통",백반/가정식,2012-12-04,,서울 성동구 자동차시장1길 82.,답십리,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,37.6158,36.1242,32.5011,0.468,0.4774,0.5882,0.8073,1.1242,1.7473,1.6263,2.079,2.3355,유지 유지,증가 증가,증가 증가,유지 유지,감소 감소,증가 증가,유지 유지,유지 유지,유지 유지,유지 유지,증가 감소,5.0,5.0,5.0,5.0,5.0,5.0
8C98E1C09B,파파********,"폐업 위험도: 낮음 (0.00). 주요 원인: 취소율구간 영향도 -0.54, 군집_고객관계_KM 영향도 -0.40, 신규고객비율 영향도 -0.38. 고객유형: 고르게 분포, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",피자,2021-04-29,,서울특별시 성동구 왕십리로 114,뚝섬,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,34.8,29.5,26.5,7.308,7.4786,7.7994,9.324,9.288,9.4869,10.175,11.0682,10.6299,6.253,6.6177,6.096,유지 증가,증가 감소,증가 감소,유지 유지,증가 증가,감소 증가,감소 감소,유지 유지,유지 유지,유지 유지,증가 감소,2.0,3.0,3.0,1.0,3.0,3.0
8E1FCF09CD,남도*********,"폐업 위험도: 낮음 (0.02). 주요 원인: 유동고객비율 영향도 0.83, 군집_고객유형 영향도 -0.76, 업종_대분류 영향도 0.74. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",분식,2023-02-20,,서울특별시 성동구 행당로1길 7,상권없음,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,43.5,66.3,74.2,6.5945,6.8888,6.8159,3.95,3.8272,3.5937,10.9415,10.1568,10.1277,14.22,13.432,13.2858,유지 유지,감소 감소,감소 감소,유지 유지,증가 감소,감소 감소,증가 증가,유지 유지,증가 유지,유지 유지,증가 감소,5.0,4.0,4.0,5.0,4.0,4.0
1BCD8AC994,펠어*******,"폐업 위험도: 낮음 (0.01). 주요 원인: 운영개월수구간 영향도 2.82, 신규고객비율 영향도 -1.27, 상권내폐업비율 영향도 0.69. 고객유형: 고르게 분포, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",카페,2024-09-24,,서울특별시 성동구 마장로 230-1,왕십리,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,1.0,52.0,35.5,51.6,2.6151,3.3572,3.1977,17.1396,15.0856,14.2847,21.4245,30.1712,27.6216,4.2849,5.0516,7.6501,유지 감소,증가 감소,증가 증가,유지 유지,증가 감소,감소 감소,감소 증가,유지 유지,유지 유지,유지 유지,증가 증가,5.0,4.0,4.0,5.0,5.0,4.0
A0ECC5DBE5,바타********,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.74, 매출건수구간 영향도 -0.71, 매출금액구간 영향도 -0.64. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",샌드위치/토스트,2024-01-08,,서울특별시 성동구 왕십리로8길 21,뚝섬,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,4.0,0.0,1.4,0.0,0.6739,0.6402,0.6512,30.8252,31.3378,30.7648,26.3004,25.7367,25.5552,6.7872,7.09,7.392,증가 감소,감소 감소,증가 증가,유지 유지,감소 증가,증가 감소,증가 감소,유지 유지,유지 유지,유지 유지,감소 증가,3.0,3.0,3.0,3.0,3.0,3.0
9042A5401C,비바***,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 0.46, 여성20대이하비율 영향도 0.44, 여성40대비율 영향도 0.38. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 보통",카페,2018-10-04,2025-08-06,서울 성동구 자동차시장1길 96 .,장한평자동차,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,1.0,5.0,76.6,80.7,76.6,2.6656,2.8302,2.635,10.8984,11.5568,11.6831,19.5624,20.2244,20.4336,6.84,6.291,6.4328,감소 증가,증가 증가,감소 증가,증가 감소,증가 감소,증가 증가,증가 감소,유지 유지,증가 감소,유지 감소,감소 증가,4.0,3.0,3.0,4.0,4.0,4.0
9FF9872DBD,어거****,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종내매출순위비율 영향도 0.62, 업종내폐업비율 영향도 -0.47, 매출금액구간 영향도 -0.38. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",치킨,2024-04-05,,서울 성동구 고산자로2길 65.,상권없음,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,6.0,13.3,18.7,32.3,7.943,8.596,8.5422,3.3843,3.3968,3.3909,8.2079,8.0288,7.9248,12.5258,12.1204,11.9634,유지 증가,감소 감소,감소 감소,증가 유지,증가 감소,증가 감소,증가 증가,유지 유지,유지 유지,증가 유지,감소 증가,3.0,4.0,3.0,3.0,2.0,4.0
DE2D4A4E86,광명**,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 -1.23, 여성20대이하비율 영향도 -0.79, 여성30대비율 영향도 -0.34. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 보통",식료품,2021-12-06,,서울특별시 성동구 동호로2길 28-1,금남시장,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,39.9784,39.9685,41.7452,1.392,1.3175,0.9717,1.566,1.3175,0.9717,1.7574,1.5655,1.2177,유지 유지,감소 감소,감소 감소,유지 유지,감소 증가,감소 감소,유지 유지,유지 유지,증가 감소,유지 유지,증가 감소,5.0,4.0,4.0,5.0,5.0,4.0
898632E7CF,스시**,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.66, 신규고객비율 영향도 0.52, 취소율구간 영향도 0.45. 고객유형: 남성 50-60대 중심, 젊은층 적음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",일식당,2017-09-12,,서울특별시 성동구 마조로 15-14,한양대,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,7.4,7.8,21.2,1.458,1.668,1.8117,26.588,25.4856,25.4364,6.992,6.8376,7.0807,3.68,3.5964,3.8335,유지 유지,감소 증가,감소 증가,유지 유지,증가 증가,감소 감소,증가 증가,유지 유지,유지 유지,유지 유지,감소 증가,3.0,3.0,3.0,3.0,2.0,3.0
FCBC740B1D,왕십**********,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 0.59, 매출건수구간 영향도 -0.55, 업종내폐업비율 영향도 -0.51. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",베이커리,2016-04-19,,서울 성동구 무학로 33,상권없음,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,2.0,4.0,3.0,11.9,9.3,11.5,4.048,4.0284,4.147,5.4984,5.3922,5.2332,17.696,17.8068,17.5063,22.5624,22.3839,22.3657,증가 감소,증가 감소,감소 감소,유지 유지,감소 증가,감소 감소,감소 증가,유지 유지,유지 감소,유지 유지,증가 감소,1.0,1.0,1.0,1.0,1.0,1.0
6FD96578E7,덴마******,"폐업 위험도: 낮음 (0.00). 주요 원인: 유동고객비율 영향도 -1.38, 여성20대이하비율 영향도 -0.88, 업종내폐업비율 영향도 0.87. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율/신규고객 모두 낮음",유제품,2010-10-08,,서울 성동구 마조로19길 23,상권없음,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,6.0,6.0,6.0,6.0,6.0,6.0
FC9A5609D6,대낚**,"폐업 위험도: 낮음 (0.01). 주요 원인: 여성20대이하비율 영향도 0.90, 여성30대비율 영향도 0.63, 고객수구간 영향도 0.45. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",한식-단품요리일반,2020-09-23,,서울 성동구 연무장길 39-21.,성수,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.3,5.0,5.8,0.4572,0.4632,0.4953,34.9116,34.4454,34.7259,16.5892,16.6394,16.2797,5.1996,5.219,5.4472,감소 유지,증가 감소,증가 증가,증가 유지,증가 증가,감소 증가,증가 증가,유지 유지,유지 유지,유지 유지,감소 증가,1.0,2.0,1.0,1.0,1.0,2.0
E684B115A0,우주**,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 -0.68, 군집_고객유형 영향도 0.50, 배달매출비율 영향도 -0.35. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",백반/가정식,2021-09-27,,서울특별시 성동구 한림말길 31,옥수,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,3.0,1.0,1.0,1.0,100.0,100.0,95.8,11.5258,0.0,0.0,2.7742,3.507,2.1736,2.7742,3.507,2.1736,5.5484,6.993,6.5208,유지 유지,증가 감소,증가 감소,유지 감소,감소 유지,증가 감소,유지 감소,유지 유지,유지 감소,유지 감소,유지 유지,6.0,5.0,6.0,6.0,6.0,6.0
E655648F43,구*,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 0.64, 매출금액구간 영향도 0.60, 매출건수구간 영향도 -0.48. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",카페,2020-07-09,,서울특별시 성동구 왕십리로14길 30-1,뚝섬,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,5.7,4.5,6.6,1.2474,1.2936,1.2771,17.2235,17.5088,17.4344,25.0268,24.8512,24.8159,13.6382,13.5552,13.5679,증가 감소,감소 감소,감소 증가,유지 유지,증가 감소,증가 감소,감소 증가,유지 유지,유지 유지,유지 유지,감소 증가,2.0,1.0,1.0,1.0,1.0,1.0
4CE9DA1D26,백억*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.75, 여성30대비율 영향도 0.60, 운영개월수구간 영향도 -0.57. 고객유형: 남성 50-60대 중심, 젊은층 적음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",카페,2024-04-25,,서울특별시 성동구 왕십리로 328,왕십리,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,69.3,72.6,74.7,3.713,3.6344,3.6972,18.02,17.8992,17.8314,16.748,16.5792,16.6742,7.367,7.4448,7.3114,유지 증가,감소 증가,증가 감소,유지 유지,감소 증가,감소 감소,증가 증가,유지 유지,유지 유지,유지 유지,증가 증가,3.0,1.0,1.0,3.0,3.0,1.0
4B2AF6047C,은성**,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 -1.11, 업종_대분류 영향도 0.82, 업종내매출순위비율 영향도 0.74. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",한식-육류/고기,2003-10-13,,서울  성동구  금호동3가,금남시장,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,5.0,1.0,33.6,34.5,83.7,17.226,17.307,16.9739,2.172,2.0822,2.1402,6.9142,6.9287,6.8634,7.8192,7.6826,7.9335,증가 감소,증가 감소,감소 증가,유지 증가,증가 감소,감소 증가,증가 증가,유지 유지,유지 유지,유지 증가,증가 감소,1.0,4.0,3.0,3.0,2.0,3.0
C168E9F433,장푸*,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 -1.09, 업종_대분류 영향도 -0.97, 업종내폐업비율 영향도 0.69. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",축산물,2011-04-06,,서울 성동구 고산자로24길 6.,마장동,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,6.0,6.0,6.0,6.0,6.0,6.0
